"MENU NAME","OPTION NUMBER","TYPE M/C/P","OPTION DESCRIPTION ENGLISH","OPTION DESCRIPTION FRENCH","OPTION DESCRIPTION SPANISH","COMMAND TO PROCESS OPTION","EFFECTIVE DATE OF OPTION","Hidden Needs Special Auth","Update Option =U","Usage Type R/I/M"
"DSJOBM04R",16,"P","Superceded/Alternate Item Report","Rapport d'articles remplacés/de rechange","Reporte de Items Alternativos/Sustitutos","CALL IN0110MU","2005-02-12","N","N",""
"DSJOBM04R",17,"P","DNR Items With Zero On Hand Report","Articles à ne pas recommander avec zéro disponible","Reporte de Items DNR con existencia en cero","CALL IN0092CLMU","2005-02-12","N","N",""
"DSJOBM04R",18,"C","Expiring Items Report","Rapport d'articles expirés","Reporte de Items que Expiran","CALL IN0150 PARM(' ')","2005-08-20","N","N",""
"DSJOBM04R",19,"P","Customer Inventory Spreadsheet","Feuille de calcul inventaire client","Customer Inventory Spreadsheet","CALL COI100MU","2014-06-18","N","N",""
"DSJOBM04R",20,"C","Constrained Items Report","Constrained Items Report","Constrained Items Report","CALL IN0220 PARM(' ')","2021-05-28","N","N",""
"DSJOBM04R",60,"M","Inventory On Line Menu","Menu en ligne inventaire","Menu de Inventario","DSJOBM04","2005-02-12","N","N",""
"DSJOBM04R",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM05",1,"P","Recommend Replenishment Action","Recommander un réapprovisionnement","Recomendación de Resurtido","CALL IN0033MU","2005-02-12","N","N",""
"DSJOBM05",2,"P","Suggested P.O. Entry & Changes","Saisie et modifications de C.A. suggérées","Ingreso y Cambios en Ordenes de Compra Sugeridas","CALL PO0027MU","2005-02-12","N","Y",""
"DSJOBM05",3,"P","Purchase Order Entry & Changes","Saisie et modifications commandes d'achat","Ingreso y Cambios en Ordenes de Compra","CALL PO0001MU","2005-02-12","N","Y",""
"DSJOBM05",4,"P","Purchase Order Inquiry","Requête sur les commandes d'achat","Consulta de Ordenes de Compra","CALL PO0002MU","2005-02-12","N","N",""
"DSJOBM05",5,"C","Vendor Master File Maintenance","Mise à jour fichiers maîtres des fournisseurs","Mtto Archivo Maestro de Proveedores","CALL PO0011MU","2006-08-12","N","Y",""
"DSJOBM05",6,"C","Maintain Purchase Quotes","Mettre à jour offres d'achat","Mtto de Cotizaciones de Compra","CALL PO0004","2005-02-12","N","Y",""
"DSJOBM05",7,"C","Purchase Quote Inquiry","Requête sur les offres d'achat","Consulta de Cotizaciones de Compra","CALL PO0005","2005-02-12","N","N",""
"DSJOBM05",8,"C","Maintain Purchase Order Messages","Mettre à jour messages commande d'achat","Mtto de Mensajes en Ordenes de Compra","CALL PO0029","2005-02-12","N","Y",""
"DSJOBM05",9,"C","P.O. Add On Charges/Allowances Inquiry","Requête sur les frais supplémentaires/provisions C.A.","Consulta de Cargos/ Descuentos en O.C.","CALL DS0270 PARM('I')","2005-02-12","N","N",""
"DSJOBM05",10,"P","Vendor Master Inquiry","Requête sur les fichiers fournisseurs","Consulta del Maestro de Proveedores","CALL PO0061MU","2005-02-12","N","N",""
"DSJOBM05",11,"P","AR Traffic Rates","Taux d'acheminement CC","Tarifas de AR Traffic","CALL ART015CLMU","2005-02-12","N","N",""
"DSJOBM05",12,"C","Shipping File Maintenance","Mise à jour fichiers d'expédition","Mtto del Archivo de Envíos","CALL DS0082 PARM('M')","2007-06-30","N","Y",""
"DSJOBM05",13,"C","Shipping File Inquiry","Requête sur les fichiers d'expédition","Consulta del Archivo de Envíos","CALL DS0082 PARM('I')","2007-06-30","N","N",""
"DSJOBM05",14,"C","Vendor eSource Login Maintenance","Mise à jour connexion source élec fournisseur","Vendor eSource Login Maintenance","CALL VS0001 PARM('M')","2008-11-29","N","Y",""
"DSJOBM05",15,"C","Vendor eSource Login Inquiry","Requête sur la connexion source élec fournisseur","Vendor eSource Login Inquiry","CALL VS0001 PARM('I')","2008-11-29","N","N",""
"DSJOBM05",16,"C","Transition Customers for Vendor eSource Maintenance","Clients en transition pour mise à jour source élec fournisseur","Transition Customers for Vendor eSource Maintenance","CALL VS0004 PARM('M')","2008-12-13","N","Y",""
"DSJOBM05",17,"C","Transition Customers for Vendor eSource Inquiry","Clients en transition pour requête source élec fournisseur","Transition Customers for Vendor eSource Inquiry","CALL VS0004 PARM('I')","2008-12-13","N","N",""
"DSJOBM05",20,"C","EDI Vendor Invoice Review","Révision fournisseur facture EDI","EDI Vendor Invoice Review","CALL PGM(APM020) PARM('B  ' 'U' ' ')","2008-12-13","N","Y",""
"DSJOBM05",21,"C","EDI Vendor Invoice Inquiry","Requête sur les factures fournisseur EDI","EDI Vendor Invoice Inquiry","CALL PGM(APM020) PARM('ALL' 'I' ' ')","2008-12-13","N","N",""
"DSJOBM05",22,"C","Purchasing Vendor Audit Inquiry","Requête sur la vérification achats fournisseur","Purchasing Vendor Audit Inquiry","CALL AP1102CL 'D'","2014-01-14","N","N",""
"DSJOBM05",30,"C","Warehouse Move Transfers","Transferts de déménagement dentrepôt","Transferencias de movimiento de almacén","CALL PGM(PO0001MU1)","2023-12-01","N","Y","M"
"DSJOBM05",60,"M","Purchasing Report Menu","Menu rapports achats","Menu de Reportes de Compras","DSJOBM05R","2005-02-12","N","N",""
"DSJOBM05",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM05R",1,"P","Open Purchase Order Detail Report","Rapport détaillé commandes d'achat ouvertes","Reporte detallado de Ordenes de Compra Abiertas","CALL DS001805MU","2005-02-12","N","N",""
"DSJOBM05R",2,"C","Open Purchase Orders Expected Receipt","Entrée prévue des commandes d'achat ouvertes","Ordenes de Compra Abiertas por Fecha Esperada","CALL POB014SCL","2005-02-12","N","N",""
"DSJOBM05R",3,"P","Open Purchase Orders Receiving Discrepancy","Écart réception commandes d'achat ouvertes","Discrepancias en Recibo de Ordenes Abiertas","CALL POB018MU","2005-02-12","N","N",""
"DSJOBM05R",4,"P","In Transit Items By Purchase Order Number","Articles en transit selon le numéro de commande d'achat","Item en Transito por numero de Orden","CALL POB019MU","2005-02-12","N","N",""
"DSJOBM05R",5,"P","In Transit Items By Item Number","Articles en transit selon le numéro d'article","Item en Transito por numero de Item","CALL POB020MU","2005-02-12","N","N",""
"DSJOBM05R",6,"P","Daily Items Received","Articles journaliers reçus","Recepción Diaria de Productos","CALL POB015CLMU","2005-02-12","N","N",""
"DSJOBM05R",7,"C","Vendor File List","Liste de fichiers fournisseur","Listado de Proveedores","CALL PO0017CL","2005-02-12","N","N",""
"DSJOBM05R",8,"P","Vendor Item Number List","Liste de numéros d'article fournisseur","Listado de Códigos de Item del Proveedor","CALL INB023MU","2005-02-12","N","N",""
"DSJOBM05R",9,"P","Purchase Quotes","Offres d'achat","Cotizaciones de Compra","CALL POB006MU","2005-02-12","N","N",""
"DSJOBM05R",10,"P","YTD Dollar Purchased","Cumul jusqu'à ce jour achats en dollars","Compras monetaria acumulada al año","CALL POB016CLMU","2005-02-12","N","N",""
"DSJOBM05R",11,"P","Print Vendor Labels","Imprimer étiquettes fournisseur","Impresión de Etiquetas de Proveedores","CALL PO0030MU","2005-02-12","N","N",""
"DSJOBM05R",12,"P","Frozen Item Replenishment Controls","Contrôles réapprovisionnement articles congelés","Item Congelado - Control de Resurtido","CALL IN0039MU","2005-02-12","N","N",""
"DSJOBM05R",13,"P","Print Vendor Fill Rate","Imprimer taux de couverture fournisseur","Nivel de Servicio por Proveedor","CALL OEB022PMU","2005-02-12","N","N",""
"DSJOBM05R",14,"P","Print Buyer Fill Rate","Imprimer taux de couverture acheteur","Nivel de Servicio por comprador","CALL OEB068PMU","2005-02-12","N","N",""
"DSJOBM05R",15,"P","Print Open PO w/ Pending Cost","Imprimer CA ouverte avec coûts en suspens","Imprimir Orden Abierta con Precio Pendiente","CALL PO0041MU","2005-02-12","N","N",""
"DSJOBM05R",16,"P","Top items by Buyer","Meilleurs articles par acheteur","Mejores Items por Comprador","CALL IN0108MU","2005-02-12","N","N",""
"DSJOBM05R",17,"P","Vendor Purge Prep Report","Rapport préparatoire purge fournisseurs","Reporte de Preparación para la Purga de Proveedores","CALL PO0066MU","2005-02-12","N","N",""
"DSJOBM05R",18,"P","Top Items Sold Report","Rapport de vente de meilleurs articles","Reporte de los Mejores Items Vendidos","CALL IN0109MU","2005-02-26","N","N",""
"DSJOBM05R",19,"C","Order Fulfillment Shipping Report","Rapport d'expédition exécution des commandes","Reporte de envío de Ordenes Completas","CALL DS0085MU","2008-02-02","N","N",""
"DSJOBM05R",20,"P","AP Auto Inventory Cost Adjustments Report","Rapport ajustements automatiques des coûts inventaire CF","AP Auto Inventory Cost Adjustments Report","CALL APM062MU","2010-07-24","N","N",""
"DSJOBM05R",21,"P","GHS Non-Compliant Items Report","État d'articles non conforme à GHS","GHS Non-Compliant Items Report","CALL GHS001MU","2015-10-28","N","N",""
"DSJOBM05R",22,"C","Resend POD Exceptions Report","Renvoyer rapport d'exceptions POD","Resend POD Exceptions Report","CALL ECF100","2015-12-04","N","N",""
"DSJOBM05R",23,"C","Resend POA Exceptions Report","Renvoyer rapport d'exceptions confirmations commandes d'achat","Resend POA Exceptions Report","CALL EIPR100","2016-01-08","N","N",""
"DSJOBM05R",24,"C","Auto PO Notification Report","Rapport d'avis automatique de CA","Auto PO Notification Report","CALL EVA009","2016-02-12","N","N",""
"DSJOBM05R",25,"P","PO Vendor Confirmation Report","PO Vendor Confirmation Report","PO Vendor Confirmation Report","CALL POB050MU","2016-12-23","N","N",""
"DSJOBM05R",60,"M","Purchasing On Line Menu","Menu en ligne d'achats","Menu de Compras","DSJOBM05","2005-02-12","N","N",""
"DSJOBM05R",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM06",1,"P","Print Vendor Price Change Notification Sheet","Imprimer feuille d'avis de changement de prix fournisseur","Imprimir Notificación de Cambios de Costo de Proveedor","CALL PC0100MU","2005-02-12","N","N",""
"DSJOBM06",2,"C","Vendor Price Change Entry","Saisie changement de prix fournisseur","Ingreso de Cambio de Costo de Proveedor","CALL PC0103","2005-02-12","N","Y",""
"DSJOBM06",3,"P","Print Vendor Price Change Entries","Imprimer saisies de changement de prix fournisseur","Imprimir Cambios de Costo del Proveedor","CALL PC0104MU","2005-02-12","N","N",""
"DSJOBM06",4,"P","Create/Restore/Delete Pending Cost And Sell Price Changes","Créer/Restaurer/supprimer changements de coûts et deprix de vente","Crear/Restaurar/Borrar Costos Pendientes Cambios en Precios Venta","CALL PC0105MU","2018-08-03","N","Y",""
"DSJOBM06",5,"M","Cost And Sell Price File Maintenance Menu","Menu de mise à jour du fichier de coûts et prix de vente","Mtto de Costo y Precios de Venta","DSJOBM065","2005-02-12","N","N",""
"DSJOBM06",6,"P","Update Current Cost And Sell Price Files With Pending Changes","Actualiser fichiers coûts actuels/prix de vente avec modifs en attente","Actualizar costo y precio de Venta con cambios pendientes","CALL PC0115MU","2005-02-12","N","Y",""
"DSJOBM06",7,"C","Quantity Price Break Maintenance","Mise à jour réduction de prix en fonction de la qté","Mtto de Corte en nivel de precios","CALL IN0006 PARM('M')","2005-02-12","N","Y",""
"DSJOBM06",8,"C","Catalog File Maintenance","Mise à jour fichier catalogue","Mantenimiento del Catalogo","CALL PC0019","2005-02-12","N","N",""
"DSJOBM06",9,"C","Customer Pending Price Maintenance","Mise à jour de prix en attente client","Mtto de precios pendientes por Cliente","CALL PM0001","2005-02-12","N","Y",""
"DSJOBM06",10,"P","Build And Print Trade Discount Work File","Créer et imprimer fichier de travail remises commerciales","Crear e Imprimir el archivo de los descuentos a Clientes","CALL PCB034MU","2005-02-12","N","Y",""
"DSJOBM06",11,"C","Update Trade Discount Work File","Actualiser fichier de travail remises commerciales","Actualizar el archivo de descuentos a Clientes","CALL PC0034","2005-02-12","N","Y",""
"DSJOBM06",12,"C","Maintain Shipment History File","Mettre à jour fichier historique d'expéditions","Mantener el archivo histórico de Envíos","CALL SH0001","2005-02-12","N","N",""
"DSJOBM06",13,"P","Print Vendor Direct Ship Sheet","Imprimer feuille expéditions directes fournisseur","Imprimir Envíos Directos de Proveedor","CALL PC0204MU","2005-02-12","N","N",""
"DSJOBM06",14,"C","Vendor Direct Ship Change Entry","Saisie modifications expéditions directes fournisseur","Ingreso de Cargos por envío Directo","CALL PC0119","2005-02-12","N","Y",""
"DSJOBM06",15,"P","Print Vendor Direct Ship Changes","Imprimer modifications expéditions directes fournisseur","Imprimir Cargos por Envíos Directos","CALL PC0121MU","2005-02-12","N","N",""
"DSJOBM06",16,"P","Update Direct Ship Price Files","Actualiser fichiers prix d'expédition directe","Actualizar Precios de Envíos Directos","CALL PC0122MU","2005-02-12","N","Y",""
"DSJOBM06",17,"P","Email Batch Spreadsheet","Courrieller feuille de calcul de lot","Enviar Correo de Hoja de Calculo de Lotes","CALL PC0135MU","2007-11-10","N","N",""
"DSJOBM06",18,"P","Upload Spreadsheet to Batch","Téléverser feuille de calcul vers lot","Cargar Hoja de Calculo a Lote","CALL PC0134MU","2007-11-10","N","N",""
"DSJOBM06",20,"C","Customer Pending Price Entry","Saisie de prix en attente client","Ingreso de Precios Pendientes del Cliente","CALL PC0127","2005-02-12","N","Y",""
"DSJOBM06",21,"P","Print Pending Entries","Imprimer saisies en attente","Imprimir Ingresos Pendientes","CALL PCB207MU","2005-02-12","N","N",""
"DSJOBM06",22,"P","Customer Price Inquiry","Requête sur le prix client","Consulta de Precios de Cliente","CALL OE0015MU","2005-02-12","N","N",""
"DSJOBM06",60,"M","Pricing Report Menu","Menu rapports de prix","Menu de Reportes de Precios","DSJOBM06R","2005-02-12","N","N",""
"DSJOBM06",61,"M","EDI Pricing Menu","Menu de prix EDI","Menu de Precios de EDI","DSJOBM06E","2005-02-12","N","N",""
"DSJOBM06",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM06E",1,"P","EDI Price Catalogs","Catalogues de prix EDI","Catálogos de Precios EDI","CALL EDIPC02MU","2005-02-12","N","N",""
"DSJOBM06E",2,"P","EDI Customer Price List","Liste de prix client EDI","Lista de Precios de Clientes EDI","CALL EDIPC09MU","2005-02-12","N","N",""
"DSJOBM06E",3,"P","EDI Customer Pending Price Changes","Modifications de prix en attente client EDI","Cambios pendientes de Precios EDI","CALL EDIPC03MU","2005-02-12","N","Y",""
"DSJOBM06E",60,"M","Pricing On Line Menu","Menu en ligne de prix","Menu de Precios","DSJOBM06","2005-02-12","N","N",""
"DSJOBM06E",61,"M","Pricing Report Menu","Menu rapports de prix","Menu de Reportes de Precios","DSJOBM06R","2005-02-12","N","N",""
"DSJOBM06E",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM06R",1,"P","Vendor & Market Cost Report","Rapport de coûts fournisseur et marché","Reporte de Costos de Proveedor y de Mercado","CALL PC0117MU","2005-02-12","N","N",""
"DSJOBM06R",2,"P","Customer Price Report","Rapport de prix client","Reporte de Precios del Cliente","CALL PC0107MU","2005-02-12","N","N",""
"DSJOBM06R",3,"P","Price Books","Livres de prix","Libro de Precios","CALL IN0018MU","2005-02-12","N","N",""
"DSJOBM06R",4,"P","Quantity Break Price Report","Rapport réduction de prix en fonction de la qté","Reporte del Corte en nivel de Precios","CALL IN0019MU","2005-02-12","N","N",""
"DSJOBM06R",5,"P","Trade Discount Report","Rapport remises commerciales","Reporte de Descuentos Comerciales a Clientes","CALL PC0017MU","2005-02-12","N","N",""
"DSJOBM06R",6,"P","Trade Discount Analysis Report","Rapport d'analyse remises commerciales","Análisis de Descuentos Comerciales","CALL PC0018MU","2005-02-12","N","N",""
"DSJOBM06R",7,"P","Trade Discount Detail Invoice Register","Registre détails factures remises commerciales","Detalle de Facturación de Descuentos Comerciales","CALL PCB020MU","2005-02-12","N","N",""
"DSJOBM06R",8,"P","Trade Discount Invoice Register","Registre de factures remises commerciales","Facturación de Descuentos Comerciales","CALL PCB019MU","2005-02-12","N","N",""
"DSJOBM06R",9,"P","Customer Sales Report","Rapport de ventes client","Reporte de Ventas a Clientes","CALL PC0109MU","2005-02-12","N","N",""
"DSJOBM06R",10,"P","Customer Price List","Liste de prix client","Listado de Precios de Clientes","CALL PC0116MU","2005-02-12","N","N",""
"DSJOBM06R",11,"P","Pending Price Report","Rapport de prix en attente","Reporte de Precios Pendientes","CALL PC0111MU","2005-02-12","N","N",""
"DSJOBM06R",12,"P","Expiration Report","Rapport d'expiration","Reporte de expiración","CALL PCB304MU","2008-01-26","N","N",""
"DSJOBM06R",13,"P","Customer Account Analysis","Analyse de comptes client","Análisis de Cuentas de Cliente","CALL PC0106MU","2005-02-12","N","N",""
"DSJOBM06R",14,"P","Price Change Letters","Lettres de modification de prix","Carta de Cambios en Precios","CALL PC0108MU","2005-02-12","N","N",""
